q,purchase_rate,shop_id
156,0.0,355727186369420236
157,0.1428571492433548,357753450131675920
158,0.0,358458158375610314
159,0.09090909361839294,360273121462159098
160,0.0,361516263776585449
161,0.0,361731370269420242
162,0.0555555559694767,364894515464196916
163,0.13513512909412384,365924170931516044
164,0.05960264801979065,369043235343294647
165,0.0,369589041476126927
166,0.0,370198111338410612
167,0.0,379577271030698215
168,0.007874015718698502,379684183928893701
169,0.0,385967316018863175
170,0.0,396667227704841240
171,0.1666666716337204,397584064619086793
172,0.020316027104854584,398444568403168130
173,0.0,399662319494333999
174,0.0,401642949847037895
175,0.013698630034923553,402056052612916305
176,0.011695906519889832,403445246911940809
177,0.016853932291269302,406014053293722980
178,0.0,406366700412194070
179,0.0,406370788705450971
180,0.022727273404598236,411468658494904315
181,0.0,417799978729123288
182,0.0,421310167661079934
183,0.0,422405716733967208
184,0.009433962404727936,428317243542645522
185,0.0,430818072852925049
186,0.0,431334732898252081
187,0.018939394503831863,436273685634284567
188,0.06796116381883621,439173464969188422
189,0.0,445865366670592409
190,0.0,449311778137212515
191,0.0,452217076197556705
192,0.05263157933950424,455241332886147193
193,0.0181818176060915,455680982393360555
194,0.0,457935058638688887
195,0.0,458834919900859758
196,0.0,458999623762757610
197,0.010676156729459763,459414289284090470
198,0.019999999552965164,466514900646182218
199,0.0,466677822513214990
200,0.0,467303304484747879
201,0.0,476263518922497938
202,0.0,478860923201159623
203,0.0,480946373612769276
204,0.25,481325779401719678
205,0.0,483217489078427023
206,0.006369426846504211,485169367849897782
207,0.0,485487383120751811
208,0.06637167930603027,486801098428239732
209,0.0,489545020600964148
210,0.0,490224018786261889
211,0.0,491170600600448045
212,0.0,498092646619245733
213,0.008583690971136093,500378403670609059
214,0.016769638285040855,509152274948419345
215,0.0,509805030296748970
216,0.0,512459782814427129
217,0.03076923079788685,512552212867936091
218,0.0,515707398836106752
219,0.0,517803733154071713
220,0.004807692486792803,519541408939940080
221,0.043478261679410934,521992831863036997
222,0.0,526210348814248122
223,0.0,527299027293594733
224,0.0,528935858642765642
225,0.0,534204627002931202
226,0.0,538603254433701925
227,0.0,539165897580815528
228,0.0,544581662044692371
229,0.0,545531384272212619
230,0.0,549254603611926449
231,0.0,557036601066003164
232,0.0,563385451053993992
233,0.0,564166988292177142
234,0.008771929889917374,564578032199273533
235,0.046783626079559326,570195326958688481
236,0.0,571221983663118416
237,0.0,571860922787254412
238,0.012734347023069859,572084226203388679
239,0.0,578356846281766693
240,0.0,580359060587441170
241,0.0,586859544414558419
242,0.0,589207447635704152
243,0.012158054858446121,590261017889144004
244,0.0,593605515762434411
245,0.0,594970167210582307
246,0.0,598593037659069503
247,0.0,602807662970334244
248,0.0,602934113781865777
249,0.0,605316788667648241
250,0.0833333358168602,608992428258744801
251,0.008403361774981022,616148300130335298
252,0.02380952425301075,618733923965227969
253,0.0416666679084301,618921974948047989
254,0.0,620548858798451040
255,0.0,623412247509003893
256,0.0,625941173637908698
257,0.0,627226647819423503
258,0.0,638661490481538930
259,0.014084506779909134,639591586021447971
260,0.0,641368386356574860
261,0.0,642164976789356783
262,0.023255813866853714,644025581338563281
263,0.0,644579419184120533
264,0.0,644679975081633818
265,0.035087719559669495,646679363908564338
266,0.023364486172795296,657964425814662691
267,0.0476190485060215,662509322693699891
268,0.014771048910915852,662528533356589685
269,0.0,664191890817251556
270,0.0,668494413144249231
271,0.010526316240429878,669996241618118149
272,0.04659498110413551,671489831706825897
273,0.016393441706895828,673809745278112979
274,0.04716981202363968,676081549390162325
275,0.0,678590808784333385
276,0.014925372786819935,679410328420483637
277,0.013333333656191826,680501178816621292
278,0.0,683693745435294968
279,0.0,690102074038569866
280,0.030612245202064514,691545838464511236
281,0.0,694894003048203849
282,0.0,694933122429187631
283,0.022058824077248573,696770032854974333
284,0.0,699530830985288689
285,0.0,704497239262710181
286,0.0,715370993254759663
287,0.009523809887468815,717803153575070838
288,0.0,720227720486604999
289,0.0,724346802072443510
290,0.0,725622477247010594
291,0.0,726362695739207916
292,0.0,727560796600125849
293,0.0,727890643088511058
294,0.07382550090551376,734568684994347649
295,0.05000000074505806,736010189003174112
296,0.06896551698446274,737690723817163544
297,0.0,739730155990300853
298,0.042553190141916275,742059413298198790
299,0.0,742755264155525230
300,0.0,743420183997648674
301,0.00917431153357029,743476526520755965
302,0.0,747002901100900827
303,0.014084506779909134,747192405234013994
304,0.0,751197072517876758
305,0.0,752699794163808574
306,0.03928571566939354,753290833014735276
307,0.0,755057348664047706
308,0.0,755406259666060223
309,0.0555555559694767,755428602497150932
310,0.009389671497046947,755459213242939900
311,0.0,756015104938843304
312,0.0555555559694767,757056104234357692
313,0.01621621660888195,759740471748110547
314,0.0,760490043694125112
315,0.009009009227156639,761574775078361190
316,0.00657894741743803,762818260660138585
317,0.0,764028577412846825
318,0.07692307978868484,765057020756335280
319,0.008474576286971569,779611875673746512
320,0.0,780531662720643397
321,0.0,789416836712473880
322,0.0,790937895804048366
323,0.015625,792521405284645678
324,0.0,794832839167321508
325,0.3333333432674408,795406106272171052
326,0.0,797795862664390663
327,0.005747126415371895,803312520471539164
328,0.0,803693169431679728
329,0.0,805630845400216423
330,0.0,808269129404368792
331,0.01998750865459442,809175581192723834
332,0.0,810717775118096735
333,0.0,810893775557966812
334,0.006493506487458944,812717123580707119
335,0.0,813458252593817916
336,0.019607843831181526,814553463457602247
337,0.0,815251018130280304
338,0.0,816222457999653564
339,0.0,818009336769939913
340,0.0,818609900863403304
341,0.0,819825360579970100
342,0.05154639109969139,821979813636445285
343,0.0,823395678636064264
344,0.0,824508393756509011
345,0.0,825168519454473940
346,0.009615384973585606,825612079998409665
347,0.0,826963163675306355
348,0.0,828406107144553911
349,0.0,830225512911199830
350,0.0,833646926014386333
351,0.0,836468443827362373
352,0.02222222276031971,840167561400451011
353,0.0,842386606234845327
354,0.0,842927947526720976
355,0.0,842930767108468077
356,0.0,844499051097174862
357,0.022972973063588142,846243712136004146
358,0.0,847149504847747701
359,0.0,850363887266058339
360,0.007843137718737125,853760117423835420
361,0.0035273367539048195,855126179260660023
362,0.0,859844260858957996
363,0.0,863102133902416627
364,0.0,869758032728092600
365,0.0,871876232795043415
366,0.0,879333861536393750
367,0.0,881250825575679315
368,0.021897809579968452,885166875933565788
369,0.014814814552664757,885241830775377028
370,0.029629629105329514,888294398821738009
371,0.03703703731298447,893124445155823511
372,0.021897809579968452,899774837662385861
373,0.0,901070825702853478
374,0.022058824077248573,905053236277848545
375,0.025974025949835777,906771710200127422
376,0.0,906980752310060806
377,0.0,907545449346301249
378,0.09375,908422645777567240
379,0.0,912545710043929293
380,0.033898305147886276,912621234471272754
381,0.0,914761607511788279
382,0.0,915430234741228414
383,0.0,916499163992460615
384,0.02185792289674282,923217567482253499
385,0.0,923281999955832170
386,0.0,924750325847197768
387,0.0,928977643929426841
388,0.01315789483487606,930649288963003634
389,0.0,935170946813171222
390,0.0,939733269883696046
391,0.0,940302127310401226
392,0.0,944346051693776705
393,0.027397260069847107,947024124892358740
394,0.0,947788215032972600
395,0.09677419066429138,948747039061256384
396,0.0,952149030919757870
397,0.0,955634243552266530
398,0.0,957164184114510396
399,0.0,961240036800627933
400,0.0,966320135227662929
401,0.014814814552664757,966656354475146664
402,0.0,966789879913840849
403,0.0,972231652510841881
404,0.016736401244997978,972567154730870310
405,0.1666666716337204,974243631344931135
406,0.01666666753590107,975233357902192444
407,0.0,976522748176362856
408,0.0,977958153611255161
409,0.0,978121395631783553
410,0.0,980577711613296862
411,0.0,982227796261353196
412,0.004761904943734407,983993089397474853
413,0.0,984080635417066144
414,0.0,991755317200470101
415,0.01461038924753666,993293443930379298
416,0.0476190485060215,994779901360304145
417,0.017241379246115685,995504801585044590
418,0.0,997042312590733837
419,0.0,998814366995360414
420,0.0,999152553594959088
421,0.0,1000494362578117597
422,0.0,1000761596655149688
423,0.0,1004550020317978073
424,0.01834862306714058,1004645125836282096
425,0.02631578966975212,1005101029848157759
426,0.07407407462596893,1006583832437600619
427,0.0,1008613086139507130
428,0.0,1008616050035598437
429,0.3333333432674408,1009123738628763409
430,0.0419580414891243,1011960135237441497
431,0.0,1016517309138785471
432,0.0,1017008545083821839
433,0.0,1018146226814395328
434,0.02158273383975029,1018602721205829209
435,0.0476190485060215,1019391230726847317
436,0.03787878900766373,1024244521252432313
437,0.0,1027688057834902203
438,0.0,1035080235034554766
439,0.0,1036335700570798456
440,0.0,1043635626184798389
441,0.0,1044168284184459632
442,0.0,1051233962100769940
443,0.0,1052167797345214061
444,0.0,1055857736113637031
445,0.0,1060640383422963713
446,0.0,1063057144380453968
447,0.0,1066742695965976786
448,0.0,1068707119269107305
449,0.016393441706895828,1070864282376610845
450,0.01929260417819023,1071817527033728665
451,0.0,1071996587188073218
452,0.0,1072288082879573670
453,0.0357142873108387,1072638978039413178
454,0.007233273237943649,1073149660548018746
455,0.0,1075328862710772224
456,0.007672634441405535,1078434793789913899
457,0.0,1082296233706836285
458,0.009675583802163601,1091499661419284880
459,0.0,1093241902236060095
460,0.125,1093292090118843114
461,0.0,1094417564147684078
462,0.0,1102446740378035406
463,0.0,1105809792502745338
464,0.030612245202064514,1111449580687419255
465,0.0,1117497216987195638
466,0.0,1118201480198907857
467,0.0,1119712318114429402
468,0.0,1120064440460571023
469,0.0,1121641213108955601
470,0.0,1123288257966831131
471,0.0,1127311345930718069
472,0.0,1127666217390274424
473,0.0,1128356130871148277
474,0.0,1129856382588911679
475,0.019417475908994675,1135538617284490296
476,0.0,1135748931507474926
477,0.0,1136919265851914303
478,0.0,1137741296022790706
479,0.0,1138391473839889020
480,0.004273504484444857,1138425151400299546
481,0.0,1141598131993468651
482,0.006269592326134443,1142873714414345459
483,0.0,1143269944069300420
484,0.03703703731298447,1143562695294007815
485,0.009259259328246117,1147775509638741798
486,0.0,1148742388501872472
487,0.0,1149126328364558334
488,0.0,1149711562432123932
489,0.0,1150172302283752478
490,0.0,1154303596392299055
491,0.010526316240429878,1157663014258704859
492,0.0,1158499493874299065
493,0.10000000149011612,1163056351895128997
494,0.0,1165700079527334342
495,0.0,1175048212843436930
496,0.0,1178062662886971835
497,0.043478261679410934,1178644325004527873
498,0.03523489832878113,1182249201812458187
499,0.04237288236618042,1184874523478598538
500,0.0,1195027100558236526
501,0.0,1195736699948901033
502,0.03846153989434242,1197915329616253791
503,0.0181818176060915,1198465622707287975
504,0.02723735384643078,1202360921984085749
505,0.025423727929592133,1204518817778545748
506,0.1428571492433548,1205309126682454821
507,0.043668121099472046,1205811650451771151
508,0.0,1206887388978655185
509,0.0,1208947992757348998
510,0.0,1209511329771589667
511,0.0,1215048811313274344
512,0.027303753420710564,1217183907488169936
513,1.0,1220816445246806261
514,0.023952096700668335,1221094595647779352
515,0.0,1221732602008300815
516,0.0,1226208916500503949
517,0.0,1226449931700975609
518,0.05263157933950424,1227294745014468601
519,0.0034129691775888205,1228907419954618197
520,0.06666667014360428,1229143301562572633
521,0.0318584069609642,1235732892487977180
522,0.028169013559818268,1236559384907920107
523,0.0,1238664081290214710
524,0.02641056478023529,1239481181711478081
525,0.0,1242050031407252445
526,0.015267175622284412,1242112310682881548
527,0.0,1247497367112629587
528,0.0,1251783924302151664
529,0.0,1252570397447355553
530,0.0,1258738776319420615
531,0.05000000074505806,1259633531170908176
532,0.0,1262289439279857264
533,0.0,1262318696568194586
534,0.012054507620632648,1267129908466668241
535,0.016605166718363762,1268885481490681170
536,0.0,1270482999478388209
537,0.04098360612988472,1272177453022997783
538,0.02985074557363987,1272262679541485723
539,0.0,1272776576475787974
540,0.0,1274001325470972021
541,0.0,1274209371528466082
542,0.017825311049818993,1280219858656373384
543,0.0,1281324452610916443
544,0.0,1282370388968806446
545,0.0,1283383895509922330
546,0.010204081423580647,1286130111051286506
547,0.0,1288390438097257007
548,0.0,1289366135291476714
549,0.0,1295399513149361708
550,0.0,1297793851210877799
551,0.0,1303045801739999141
552,0.028436018154025078,1304391047953821643
553,0.04477611929178238,1306217106177546629
554,0.0,1306700618020031830
555,0.007299270015209913,1306961172844727256
556,0.0,1313493456249549542
557,0.10526315867900848,1313680090794391678
558,0.0,1315520970048527515
559,0.024390242993831635,1317671488320417457
560,0.0,1318233521280223011
561,0.009560229256749153,1319892355243270042
562,0.0,1323066371939828055
563,0.05714285746216774,1328588336419227760
564,0.0,1328643350231390154
565,0.0,1329555954568296183
566,0.0,1329838078997626194
567,0.0,1330583232396322274
568,0.0,1330712039396395722
569,0.0,1335300378539336696
570,0.1428571492433548,1339134709367272990
571,0.3333333432674408,1339503821693161546
572,0.0,1340033742000773028
573,0.02247191034257412,1344378795605864530
574,0.0,1345108707289300702
575,0.0,1345901621476608185
576,0.0,1350836382126694184
577,0.0,1351548768029994999
578,0.0,1352470842786321491
579,0.0,1353357495902759753
580,0.0,1356056925423770319
581,0.0476190485060215,1357262269912636418
582,0.03362831845879555,1368351931816450212
583,0.0,1371839202627820650
584,0.0,1376710342373440558
585,0.0,1376822394773544303
586,0.0,1377688688141917065
587,0.0,1377735324775083102
588,0.0,1381192385915155512
589,0.0,1382923558440417560
590,0.050847455859184265,1388192558793708446
591,0.0,1389108435020265011
592,0.0,1393471535680372677
593,0.0,1395751960573835680
594,0.0,1399679818690408320
595,0.0,1401303374911051726
596,0.0,1401571413993965483
597,0.0,1402527244359466193
598,0.0,1406863158793860930
599,0.0,1409334725145293705
600,0.0,1410225095328951742
601,0.007731958758085966,1410520447132406083
602,0.0,1412434367840765366
603,0.0,1413126466215356873
604,0.007575757801532745,1414782198034096019
605,0.034387893974781036,1420025599934287957
606,0.0,1424270158819042614
607,0.04545454680919647,1425106245844434489
608,0.10526315867900848,1425855580587400230
609,0.02083333395421505,1427716291042943111
610,0.0,1432852417498258860
611,0.0,1443583813092432966
612,0.1111111119389534,1444969075274335487
613,0.05000000074505806,1449156179889740661
614,0.0,1452500335359730686
615,0.3333333432674408,1456364456734274092
616,0.0,1459502714610057859
617,0.0833333358168602,1463097604371362094
618,0.0,1465890785537705843
619,0.05882352963089943,1471946754995115281
620,0.0,1476888737836465309
621,0.0,1479240833816544021
622,0.0,1479863024079072562
623,0.022727273404598236,1480763421284593878
624,0.0,1480950963650367967
625,0.0,1487770334290899022
626,0.0,1487841218903428951
627,0.0556660033762455,1491203354404237156
628,0.0,1492240967099043644
629,0.03846153989434242,1492785812551166797
630,1.0,1494120327750336037
631,0.0,1495022931710820648
632,0.0,1501493915956984828
633,0.0,1501711672217366411
634,0.0,1502718354670583858
635,0.0,1506384421411653801
636,0.06666667014360428,1506390456849445896
637,0.0,1512830268280620514
638,0.007633587811142206,1516704541130316130
639,0.0078125,1517647459625790171
640,0.012195121496915817,1522082676175906673
641,0.0,1522636638506667295
642,0.01149425283074379,1525493516326706828
643,0.07692307978868484,1527946993246496734
644,0.0,1528028897511628189
645,0.015366430394351482,1529146551464508302
646,0.0,1531046038840796289
647,0.0,1534074902014047667
648,0.0,1534339855639835615
649,0.0,1536068453962702890
650,0.0,1549199747747838588
651,0.0,1549876214928908908
652,0.0,1551545493173597456
653,0.0,1552631809030220963
654,0.016949152573943138,1556321475511316547
655,0.0,1558944654006573541
656,0.0,1560969618072394040
657,0.0,1563570907471122690
658,0.0,1565435433790214043
659,0.014285714365541935,1567535486264635640
660,0.0,1569726248164578801
661,0.0,1575417187119360117
662,0.012500000186264515,1583773157243932592
663,0.0,1585979902112843922
664,0.0,1587489897616092751
665,0.013559321872889996,1592696651007694410
666,0.013729977421462536,1595356669949837605
667,0.0,1596090791605597174
668,0.023255813866853714,1601749742610139433
669,0.030612245202064514,1601987196900892278
670,0.0,1602361026622948137
671,0.027027027681469917,1602367767286319610
672,0.046296294778585434,1602699804098091972
673,0.0,1607065185368000460
674,0.0,1609535765001566014
675,0.013539651408791542,1610145899497148042
676,0.0,1610256878715841694
677,0.0,1611377086890205454
678,0.0,1612201050602162460
679,0.03999999910593033,1613497347152938477
680,0.0,1626384774001329519
681,0.0,1628424824784819606
682,0.0,1629806877992056084
683,0.0,1633636554943444716
684,0.03773584961891174,1638465118634225112
685,0.1538461595773697,1639016133537748962
686,0.003508772002533078,1644420548260340893
687,0.0,1645520115686775664
688,0.0,1645587467199715212
689,0.0,1648088887957901742
690,0.013513513840734959,1649822632584489327
691,0.0,1650895409529731353
692,0.0,1651462098067387028
693,0.0,1652683050315939464
694,0.0,1658014236546817412
695,0.0,1659631689886765246
696,0.0,1664758032291209145
697,0.05263157933950424,1665522655900224530
698,0.03030303120613098,1665826143709203370
699,0.0,1666180469787525447
700,0.0,1668289913186375765
701,0.0,1669341194706274519
702,0.0,1669760197144725857
703,0.0,1672202913386040017
704,0.0,1672740434947450440
705,0.018518518656492233,1676736756221203727
706,0.3333333432674408,1682760166633430740
707,0.046875,1690084161873262276
708,0.0,1692566227134890929
709,0.0,1692897719317423420
710,0.027027027681469917,1694107377368772136
711,0.0,1696222873016922811
712,0.0,1696230570312048682
713,0.0,1696540520765055651
714,0.0,1701033542796485291
715,0.5,1701961628939475705
716,0.0,1706256130274965950
717,0.0,1708734700228326824
718,0.0,1715902983452572338
719,0.024390242993831635,1721151544806679388
720,0.0,1724303386614763662
721,0.0,1725472248076342895
722,0.0,1728283757315532332
723,0.0035294117406010628,1729413480166306872
724,0.0,1731508951504197222
725,0.0,1739583004141608748
726,0.013888888992369175,1739847943604465562
727,0.0,1746932059651933350
728,0.02222222276031971,1747363987118840160
729,0.011286681517958641,1750648216490291622
730,0.011352885514497757,1755283087317364876
731,0.0,1760357119436735314
732,0.0,1770601690653527370
733,0.005586592014878988,1771436132889805972
734,0.0,1772749099256654247
735,0.007380073890089989,1773252007568838954
736,0.0,1774125035915786418
737,0.0,1780948205204260192
738,0.02139037474989891,1781796774393947886
739,0.008130080997943878,1782450496682804638
740,0.013333333656191826,1785163465281469209
741,0.0,1785680356595684886
742,0.0,1785995356715070361
743,0.01875000074505806,1786113869251171399
744,0.0,1790590263744360051
745,0.0,1795831258328604125
746,0.0,1798254402409928556
747,0.0181818176060915,1803431362163347090
748,0.0,1803679554602149696
749,0.05000000074505806,1803816229987524780
750,0.0,1804508513143847806
751,0.006097560748457909,1818537333947778155
752,0.050239235162734985,1821886185521971023
753,0.0,1823800078699927728
754,0.0,1824486627698128181
755,0.02380952425301075,1825590867586379994
756,0.0,1829523634100941226
757,0.012048192322254181,1830866201665893078
758,0.0,1832591084493498156
759,0.0,1833581990034219558
760,0.0,1834022147833527578
761,0.0,1839773920941584665
762,0.0,1840554935239711069
763,0.0,1846704057027595856
764,0.0,1852513102960366190
765,0.0,1854741640517375828
766,0.0,1860623283431515339
767,0.012578615918755531,1863899611331391081
768,0.0,1883064172951441519
769,0.0,1885358156331527498
770,0.0,1887028286827049886
771,0.021739130839705467,1892044164800846646
772,0.0,1897182679007788766
773,0.08571428805589676,1898125111338443163
774,0.0,1898427692530135346
775,0.0,1898672071019016485
776,0.05000000074505806,1899524577492872545
777,0.0,1904208859304227719
778,0.0,1905230066293959628
779,0.0,1906341668443313244
780,0.0,1911476835818208822
781,0.0,1913668845859590742
782,0.0,1916557319504019629
783,0.0,1919144795575047773
784,0.01046025101095438,1920347093213716980
785,0.0,1921581659648415165
786,0.0,1929655098658480640
787,0.0,1929893012616168010
788,0.0261828675866127,1932086538588242822
789,0.0,1932622999086381693
790,0.0,1932806395132251863
791,0.014563106931746006,1934926768808168721
792,0.0,1935913164913689556
793,0.0,1936920001745344604
794,0.03333333507180214,1937009961965473564
795,0.008976660668849945,1939692095102798622
796,0.027027027681469917,1946348397494678603
797,0.0,1948155872985970346
798,0.03999999910593033,1951922547368629484
799,0.01953125,1952699980642206836
800,0.0,1953888710997409855
801,0.0,1954471867146304212
802,0.01092896144837141,1956893350003113011
803,0.0833333358168602,1958451397393283815
804,0.0,1959119820119528747
805,0.010309278033673763,1959480713638623761
806,0.010101010091602802,1967928669527041226
807,0.0517241396009922,1974098977669581582
808,0.09090909361839294,1975284615808601714
809,0.0,1977993668882809560
810,0.03846153989434242,1979805301366865934
811,0.0,1981234932939113683
812,0.0,1982848194814756504
813,0.0,1983413373085617405
814,0.0,1988109758084953321
815,0.05190311372280121,1989821968003754090
816,0.0,1992745227259452563
817,0.0,1997008665887954742
818,0.00671140942722559,1998169949091437819
819,0.0,2000655060465559420
820,0.0,2001338846845446075
821,0.0,2004492107086363897
822,0.0,2009594177386320107
823,0.010302198119461536,2012690324188862600
824,0.0,2015688638176694424
825,0.06933332979679108,2016660313804017395
826,0.0,2018185167794307833
827,0.10000000149011612,2018342331202902870
828,0.0,2024892006472614911
829,0.034416086971759796,2025576994711098052
830,0.3333333432674408,2031152784717263681
831,0.0,2031382533019728966
832,0.012500000186264515,2032153364501595691
833,0.0416666679084301,2033265213434619288
834,0.0,2033699598277007311
835,0.017777778208255768,2033829004999186724
836,0.014925372786819935,2037462444557910224
837,0.0,2041756304081330732
838,0.0,2044855021096984002
839,0.0,2046824114054203851
840,0.0,2052683988263359201
841,0.0,2053855068767911180
842,0.0,2053957336893729718
843,0.0550239235162735,2056111342320690815
844,0.0,2057509046916178733
845,0.033775635063648224,2059698800986450659
846,0.0,2068398701492203978
847,0.09090909361839294,2070315423586706403
848,0.012820512987673283,2071169406969178799
849,0.0,2077794585011036716
850,0.0,2084049569036639081
851,0.1666666716337204,2084171716294401623
852,0.0,2084480993014215105
853,0.0,2085060750004423145
854,0.0,2085313759309831761
855,0.0,2089663807012712677
856,0.0,2090022202315216061
857,0.0,2090044784944407720
858,0.03703703731298447,2090564635521493002
859,0.0,2090622683845479416
860,0.0,2096024489395217307
861,0.0,2096949493124215266
862,0.009661835618317127,2097079669780095668
863,0.006172839552164078,2097381322616366417
864,0.02369668334722519,2098502092882749156
865,0.0,2101020084612976833
866,0.0,2102527519553950663
867,0.0,2109245247950163324
868,0.0656934306025505,2119291054574842984
869,0.0,2119329542129528171
870,0.01666666753590107,2130276003292919009
871,0.0555555559694767,2131500488828967486
872,0.014379085041582584,2134060200588562824
873,0.03846153989434242,2134144511943453295
874,0.0,2147048781625954346
875,0.004514672793447971,2150928964103657561
876,0.0,2157493595535331711
877,0.0,2158859953068384179
878,0.0,2160076952136915539
879,0.04545454680919647,2163102126939187293
880,0.0,2165464251656200335
881,0.0,2169288980352925207
882,0.017543859779834747,2170279305679147138
883,0.0,2172900416713065008
884,0.030837005004286766,2181453661753678317
885,0.0,2182282589598467752
886,0.01184600219130516,2183964106587890196
887,0.0,2187677600958531428
888,0.0,2187763205641129974
889,0.0,2189612118563005622
890,0.0,2193906215184973716
891,0.0,2194803221788481572
892,0.06666667014360428,2199237083139418164
893,0.04477611929178238,2202933251701359886
894,0.0,2203702888154898263
895,0.0,2206045049490835936
896,0.0,2208124188583720095
897,0.0,2210891673446652087
898,0.0,2210917028665878677
899,0.0,2212527302222826904
900,0.0,2214393787173938246
901,0.09122806787490845,2219589651442346735
902,0.0,2220039859548541556
903,0.0,2221161166425040133
904,0.0,2223752562869311789
905,0.0833333358168602,2226319551340308147
906,0.11764705926179886,2231419191860039129
907,0.0533333346247673,2233800977754154896
908,0.00826446246355772,2235387999223858986
909,0.0,2235549091227361052
